Product Description,Product Category
"The Rooftop Growing Guide: How to Transform Your Roof into a Vegetable Garden or Farm Review As seen in the New York Times, Better Homes and Gardens, San Francisco Chronicle, Modern Farmer, Edible Brooklyn, Organic Life, City Lab-Atlantic Magazine, and Design*Sponge“Novak’s prose is clear, warm and accessible. No space is wasted in her garden, and it’s the same in her book, where every page is packed with information…Her book is also a terrific introduction to farming in Any Yard, U.S.A.”—New York Times Book Review“With The Rooftop Growing Guide, Annie Novak has given us a blueprint to reimagine thousands of underutilized acres in urban environments. In a book that reflects her own creativity, intellectual curiosity, and experience, she provides both inspiration and detailed, practical guidance to create farms in the sky.” — Will Allen, MacArthur fellow and author of The Good Food Revolution “ Annie Novak explores every imaginable detail of how to turn any community’s acres of unused rooftops into deliciously productive gardens. This book has already become an invaluable resource to our restaurant crew as we search for new ways to expand our rooftop production.” — Rick Bayless, chef/owner of Frontera Grill, Topolobampo, and XOCO Chicago“The Rooftop Growing Guide is filled with essential information about how to grow food on the alien plains of building tops. What makes it so much more than a how-to guide are the gorgeous photographs proving it can all be done, and the prose passages that make clear the wisdom and joyousness with which Novak embraces her work.” — Joan Gussow, professor and author of This Organic Life  About the Author Annie Novak is the head farmer and cofounder of the nation’s first commercial green roof vegetable farm, the Eagle Street Rooftop Farm atop Broadway Stages in Brooklyn. She is the manager of the Edible Academy at the New York Botanical Garden, and founder and director of Growing Chefs, a field-to-fork food education program. She lives in New York City. 				    	 					              See all Product description",Books
"Same Soul, Many Bodies Review A gripping love story that transcends time... this book makes you truly believe that we all really do have soulmates, and that ""only love is real"".A fascinating story that will open your mind. Explore the mystery, wisdom and wonder of life and love. 				    	 					 Book Description In his brilliant long-awaited new book, Dr Brian Weiss reveals how our future lives can transform us in the present. 				    	 					              See all Product description",Books
"Prestige Omega Select Plus Non-Stick BYK Set, 3-Pieces, Gas-stove compatible only Ideal Non-Stick Set for Your Cooking Needs, For a complete cooking solution, the Prestige Omega Select Plus non-stick set is an ideal addition to your cookware collection. Featuring a fry pan, an omni tawa and a flat base kadai, you can cook everything from sabzis, rotis, curries, stir fry vegetables, pancakes and more with this non-stick set. Furthermore, the kadai comes with a lid, making it suitable for cooking vegetables and gravies whilst retaining their nutrition and taste. Cook elaborate and exotic dishes or fix a quick meal with equal ease using this cookware set. Highly Scratch-Resistant and Durable, Featuring superior scratch and abrasion resistance technology, the Prestige Omega Select Plus non-stick set can withstand regular use and last for a long time. You can also use metal spoons with this set without developing scratches or marks on your cookware. Ergonomically Designed with Safety in Mind, Featuring sturdy handles, the Prestige Omega Select Plus non-stick cookware set has superior ergonomics that let you handle the pans and kadai with ease during cooking. Furthermore, due to the unique residue-free cooking feature, you are left with clean cookware at the end of a cooking session, giving you healthy food that is free from harmful carbonised residue. Its unique black colour possesses an understated yet elegant look and improves the overall décor of your kitchen and dining space.Manufactured By: TTK Prestige Limited, Registered Office: Plot No . 38. Sipcot Industrial Complex, Hosur- 635 126, India",Home Appliances
Employee Training and Development,Books
"SPARKEL ABS Body 12V/24V 10A Digital Solar Charge Controller with Dual 5V USB Charging Ports, Dusk Dawn Feature, To Control DC Lights Product Description: 1. High efficient series PWM charging, increase battery life and improve solar system performance. 2. Dusk to Dawn Feature 3.The product can automatically manage the work of Solar Panel and battery in Solar System 4. Intelligent optimization with microcontroller based processes to control and realize the SOC control. 5. MOSFET technology 6. All protections for battery. 7. With manual operation function to control On/Off 8. Digital Display shows status all time. 9. Dual USB 5V output can charge and offer power supply for mobile phones and all 5V power supply equipments. 10. Charging OFF voltage setting (HVD) 11. Low Voltage OFF setting (LVD) 12. CPU Control, Smart LED display 13. Various Electronic Protection Functions - overheating,overcharging, over discharging and short-circuit Rated Voltage: 12V Rated Charging Current: 10A Notice: Make sure the rated voltage of solar panels, batteries and loads are same and are all 12V. The rated current of solar panels and load must be less than the rated current of controller. Package Includes: 1 x 10A solar charge controller REFER PHOTO 3 TO 6 TO UNDERSTAND MANUAL, TECHNICAL DETAILS & SETTINGS WARRANTY: 6 MONTHS. Manual is not sent along with product separately.",Unknown
"CVANU Privacy Window Film White Window Frosting Film Window Sticker Window Striped Frosted Vinyl Sheets for Front Door/Bathroom/Sidelight/Small Windows, 12''x25'' For Installation:  Step 1. Keep Window or Glass clean  Step 2. Wet the Window or Glass with water( Soapy water will be the best choice )  Step 3. Remove the Static Film from backing protect sheet ( Please MAKE SURE you have removed it before you apply the window film to glass)  Step 4. When you install it, Apply to wet glass and smooth with hands.  Step 5. Squeegee away water and air bubbles.(No Spatula Included In the package)  Step 6. Much easier than Wall Decals, it's no problem for you.  Step 7. Enjoy your works!  If you want to remove it, simply peel the window film from any corner. It comes off cleanly leaving no residue.",Office Supplies
"VelKro New Product Folding Chair for Camping, Beach, Picnic Folding Camping Chair. Ideal for Camping, Festivals, Beach days, BBQ's and more! So lightweight, that it's easily carried in the colour coded carry case. Super strong and sturdy tubular steel frame with durable canvas-style material. This really is a fantastically well made product.",Sports & Outdoors
"Somil Wood Lamp-AB2 Exclusive Designer 50-Watt Wall Lamp (Pack of 2, Black) This amazing decorative wall light from the house of soil is a useful addition to your home decor arsenal. Crafted from high quality wooden material, this wall lamp is long lasting and energy efficient. This wall lamp produces the same amount of light as normal ones and features a look that is similar to traditional incandescent lights, but it also has a light weight design and is more energy efficient. Elegant and radiant, this wall lamp will make a style statement above dining areas and more. Additionally, this wall lamp comes with all fitting fixture and connecting screws.",Furniture
World 2 home Romantic Pink Heart Dresser Knobs Handles Pulls for Girls Door Knobs Handles for Children Cabinet Knobs Chic Drawer Handle Description: Item Category: Home Improvement Material: Ceramic Style: European Model Number: 4667 DIY Supplies: Woodworking is_customized: Yes Pitch-row Specifications: Single Hole Package Included: 1x Romantic Pink Heart Dresser Knobs Handles Pulls for Girls Door Knobs Handles for Children Cabinet Knobs Chic Drawer Handle,Furniture
"Lewis's Medical-Surgical Nursing, Third South Asia Edition: Assessment and Management of Clinical Problems About the Author Chintamani, MS, FRCS (Edin), FRCS (Eng), FRCS (Glas), FRCS (Irel), FACS, FICS (SurgOncol), FIMSADr Chintamani is Consultant and Professor of Surgery at Vardhman Mahavir College, Safdarjung Hospital, New Delhi, India. He is “Governor at Large” for American College of Surgeons and is also the examiner for MRCS-Royal College of Surgeons of Edinburgh, UK. He is also an examiner for MBBS, MS, and DNB for various universities of India and is also actively involved in the training of BSc and MSc Nursing as a faculty at Rajkumari Amrit Kaur College of Nursing, Delhi University. He has been involved in various PhD courses in nursing as an advisor.Mrinalini Mani, MBBS, DGO, DNB (Obst & Gynae), MNAMS, FIMSADr Mrinalini Mani is the Head of Department, Obstetrics and Gynaecology, Guru Gobind Singh Govt. Hospital, New Delhi, India. She has been an outstanding academician with various gold medals and distinctions during her graduation and post graduation to her credit. She has been very actively involved in the teaching and training of nursing students.",Books
"rts 4 Port VGA Splitter Switch Box for PC to Share One Monitor and Speaker System Brand: RTS (Radhey Techno Services)4 Port VGA Switch : The 4 port Mini VGA Switch is used to display the content from 4 computers to 1 monitor/display, or to display the content from 1 computer to 4 monitors/displays,that's to say by using this switch, 4 monitors/displays can share 1 computer,or 4 computers can share 1 display/monitor. It is widely used for the securities market, education. It will save your timE, device, energy it is a good assistant of your life and work.Features : 1. Can display 4 VGA sources to 1 display/projector 2. Can display 1 VGA source to 4 display/projector 3. Using the front panel buttons, easily switch signal source, a mechanical switch, is in high reliability and durability. 4. Easily installation, no need any software. 5. Long distance transmission, the maximum distance is to 10 meters. 6. Quality video, the maximum resolution is up to 1920x1440. 7. Doesn't support DDC, DDC2, DDC2B. 8. Support VGA, XGA, SVGA, UXGA and multisync display/monitor. Specification : Input Port: 1 x VGA 15HDF input port Output Port: 4 x VGA 15HDF Output port Input video signal level: 0.5-1Vp-p Output impedance: 75 Horizontal and vertical sync channel: Input video signal level 0.7-5Vp-p Resolution supported: Corresponding to the display/monitor Switch method:Panel buttons switching Housing: Metal",Electronics
